DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
12/9/2019	305	3283	Semi-Detached House	3	9,JALAN SERENE KIARA 4	SERENE KIARA	2670000	2019	813.2831372
12/9/2019	305	3283	Semi-Detached House	3	9,JALAN SERENE KIARA 4	SERENE KIARA	2670000	2019	813.2831372
24/03/2021	329	3541	Semi-Detached House	3	7,JLN SERENE KIARA 2 (SERENE KIARA)	SERENE KIARA	2950000	2021	833.0219855
8/2/2019	368	3961	Semi-Detached House	2	65,JLN SERENE KIARA  6	SERENE KIARA	3300000	2019	833.0987193
31/03/2017	348	3746	Semi-Detached House	2	2A,JLN SERENE KIARA  9	SERENE KIARA	3150000	2017	840.9335035
12/8/2020	347	3735	Semi-Detached House	3	3,JLN SERENE KIARA 5 (SERENE KIARA)	SERENE KIARA	3200000	2020	856.7435611
7/5/2017	333	3584	Semi-Detached House	3	NO. 29 (PLOT21),VILLA SERENE KIARA	SERENE KIARA	3250000	2017	906.7122288
12/6/2018	318	3423	Semi-Detached House	3	8,JLN SERENE KIARA  (SERENE KIARA)	SERENE KIARA	3500000	2018	1022.518725
6/4/2018	2006	21592	Detached House	2	NO.23,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	8622500	2018	399.3306269
18/09/2018	695	7481	Detached House	2	JALAN BERINGIN,JALAN SERI BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	4077145	2018	545.0065203
6/4/2018	1049	11291	Detached House	2	NO.25,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	6877500	2018	609.0955919
6/11/2018	938	10097	Detached House	2	NO.37,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	6195000	2018	613.5766415
22/11/2018	945	10172	Detached House	2	NO.12,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	6247500	2018	614.1929144
6/11/2018	897	9655	Detached House	2	NO.10,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5985000	2018	619.8720541
23/04/2018	1200	12917	Detached House	2	NO.39,JLN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	8400000	2018	650.3219093
15/11/2019	593	6383	Detached House	3	55160,JALAN SERI BERINGIN 1	SERI BERINGIN (DAMANSARA HEIGHTS)	4300000	2019	673.6651916
7/5/2018	876	9429	Detached House	2	NO.2,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	6457500	2018	684.8424217
21/06/2018	1085	11679	Detached House	2	NO.3,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	8032500	2018	687.7828488
19/07/2018	815	8773	Detached House	2	NO.35,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	6100000	2018	695.3485797
6/4/2018	791	8514	Detached House	2	NO.8,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5930000	2018	696.4798487
26/09/2018	872	9386	Detached House	2	NO.82,JLN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	6667500	2018	710.3573608
18/07/2018	734	7901	Detached House	2	NO.2A,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5617500	2018	711.0127142
31/07/2018	560	6028	Detached House	2	NO.29,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	4540725	2018	753.2992224
6/4/2018	646	6953	Detached House	2	NO.27,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5250000	2018	755.0176966
8/6/2018	833	8966	Detached House	2	NO.80,JLN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	6877500	2018	767.0363457
6/7/2018	574	6178	Detached House	2	NO.31,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	4987500	2018	807.2375617
26/04/2018	714	7685	Detached House	2	NO.88,JLN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	6352500	2018	826.5646117
6/6/2018	677	7287	Detached House	2	NO.92,JLN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	6200000	2018	850.8115294
7/2/2018	581	6254	Detached House	2	NO.33,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5544000	2018	886.497336
18/12/2018	560	6028	Detached House	2	NO.29,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5500000	2018	912.4414544
8/7/2020	601	6469	Detached House	3	23,JALAN SERI BERINGIN 1	SERI BERINGIN (DAMANSARA HEIGHTS)	6180000	2020	955.3100546
23/03/2017	567	6103	Detached House	2	19 (PT 6618),JALAN SERI BERINGIN 1	SERI BERINGIN (DAMANSARA HEIGHTS)	6000000	2017	983.1019038
5/9/2017	1114	11991	Semi-Detached House	2	48,JLN SERI BERINGIN 3 (SERI BERINGIN)	SERI BERINGIN (DAMANSARA HEIGHTS)	6000000	2017	500.3759241
28/08/2018	800	8611	Semi-Detached House	2	NO.21,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	5445000	2018	632.3219279
22/11/2018	430	4628	Semi-Detached House	2	NO.8&9,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3500000	2018	756.1882667
18/09/2018	483	5199	Semi-Detached House	2	NO.19,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	4070000	2018	782.8483203
14/05/2018	414	4456	Semi-Detached House	2	NO.7,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3550000	2018	796.6331188
21/11/2018	450	4844	Semi-Detached House	2	NO.1,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3950000	2018	815.4830292
16/07/2018	344	3703	Semi-Detached House	1	NO.17,JALAN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	3069000	2018	828.8363537
30/05/2018	340	3660	Semi-Detached House	2	NO.15,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	3069000	2018	838.5873697
5/4/2018	430	4628	Semi-Detached House	2	NO.8&9,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3900000	2018	842.6097829
7/6/2018	339	3649	Semi-Detached House	2	NO.2,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3100000	2018	849.5566452
7/6/2018	317	3412	Semi-Detached House	2	NO.6,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	2900000	2018	849.9024502
15/11/2019	372	4004	Semi-Detached House	2	7,JLN SERI BERINGIN 2 (SERI BERINGIN)	SERI BERINGIN (DAMANSARA HEIGHTS)	3500000	2019	874.0885878
18/11/2019	472	5081	Semi-Detached House	2	NO.9,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	4700000	2019	925.0947258
7/1/2020	334	3595	Semi-Detached House	2	NO.16,JALAN SERI BERINGIN 2	SERI BERINGIN (DAMANSARA HEIGHTS)	3360000	2020	934.5943607
26/11/2018	339	3649	Semi-Detached House	2	NO.3A,9 BERINGIN	SERI BERINGIN (DAMANSARA HEIGHTS)	3500000	2018	959.1768574
6/11/2019	411	4424	Semi-Detached House	2	NO.20,JALAN SERI BERINGIN 3	SERI BERINGIN (DAMANSARA HEIGHTS)	4300000	2019	971.979218
8/1/2019	356	3832	Semi-Detached House	2	NO.42A,JALAN SERI BERINGIN 3	SERI BERINGIN (DAMANSARA HEIGHTS)	4000000	2019	1043.855392
14/12/2018	340	3660	Semi-Detached House	2	NO.15,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	3900000	2018	1065.653549
18/12/2018	344	3703	Semi-Detached House	2	NO.17,JALAN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	3950000	2018	1066.76559
14/08/2019	334	3595	Semi-Detached House	2	NO.42,JALAN SERI BERINGIN 3	SERI BERINGIN (DAMANSARA HEIGHTS)	4000000	2019	1112.612334
24/10/2019	334	3595	Semi-Detached House	2	6,JLN SERI BERINGIN 2 (SERI BERINGIN)	SERI BERINGIN (DAMANSARA HEIGHTS)	4200000	2019	1168.242951
7/8/2020	334	3595	Semi-Detached House	2	NO. 26,JALAN SERI BERINGIN 3	SERI BERINGIN (DAMANSARA HEIGHTS)	4300000	2020	1196.058259
1/9/2020	340	3660	Semi-Detached House	2	NO.15,JLN SERI BERINGIN 4	SERI BERINGIN (DAMANSARA HEIGHTS)	4400000	2020	1202.275799
1/7/2019	121	1302	Condominium/Apartment	21	3-16-4,JLN 4/89A	SERI MAS CONDOMINIUM	135000	2019	103.6522524
18/02/2019	127	1367	Condominium/Apartment	21	3-16-10(16-10J),JLN 4/89A	SERI MAS CONDOMINIUM	200000	2019	146.3041416
18/10/2019	78	840	Condominium/Apartment	21	3-7-6,JLN 4/89A	SERI MAS CONDOMINIUM	200000	2019	238.2131536
13/01/2021	121	1302	Condominium/Apartment	21	0803,JLN 4/89A	SERI MAS CONDOMINIUM	320000	2021	245.6942279
30/10/2020	121	1302	Condominium/Apartment	21	3-4-3,JLN 4/89A	SERI MAS CONDOMINIUM	330000	2020	253.3721725
26/12/2018	89	958	Condominium/Apartment	19	1-15-1,JLN 4/89A	SERI MAS CONDOMINIUM	260000	2018	271.402402
14/03/2017	127	1367	Condominium/Apartment	21	03-12-10 (12-10J),JLN 4/89A	SERI MAS CONDOMINIUM	380000	2017	277.977869
22/03/2019	127	1367	Condominium/Apartment	21	3-13-1,JLN 4/89A	SERI MAS CONDOMINIUM	380000	2019	277.977869
1/3/2020	81	872	Condominium/Apartment	19	5-10-5,JLN 4/89A	SERI MAS CONDOMINIUM	248000	2020	284.4441508
13/06/2019	85	915	Condominium/Apartment	21	5-12-11,JLN 4/89A	SERI MAS CONDOMINIUM	262000	2019	286.3602357
21/06/2017	80	861	Condominium/Apartment	23	5-13-3,JALAN 4/89B	SERI MAS CONDOMINIUM	250000	2017	290.322281
7/4/2019	121	1302	Condominium/Apartment	21	3-15-7(P:15-07J),JLN 4/89A	SERI MAS CONDOMINIUM	380000	2019	291.7618956
2/6/2017	78	840	Condominium/Apartment	21	3-2-5,JLN 4/89A	SERI MAS CONDOMINIUM	248000	2017	295.3843105
26/04/2019	85	915	Condominium/Apartment	19	5-11-2,JLN 1/89A	SERI MAS CONDOMINIUM	274000	2019	299.4759717
5/5/2019	89	958	Condominium/Apartment	18	1-4-12 (4-12A),JLN 4/89A	SERI MAS CONDOMINIUM	288000	2019	300.630353
16/01/2020	81	872	Condominium/Apartment	19	5-6-5,JLN 1/89A	SERI MAS CONDOMINIUM	265000	2020	303.9423386
4/12/2017	131	1410	Condominium/Apartment	21	3-10-2,JLN 4/89A	SERI MAS CONDOMINIUM	430000	2017	304.949205
15/08/2018	85	915	Condominium/Apartment	19	1-8-2,JLN 4/89A	SERI MAS CONDOMINIUM	280000	2018	306.0338397
18/09/2020	85	915	Condominium/Apartment	19	5-16-2(P:16-11P),JLN 4/89A	SERI MAS CONDOMINIUM	280000	2020	306.0338397
3/1/2017	91	980	Condominium/Apartment	24	5-17-6,JLN 4/89A,BATU 31/2	SERI MAS CONDOMINIUM	300000	2017	306.2740546
25/11/2020	121	1302	Condominium/Apartment	21	3-6-8, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	400000	2020	307.1177848
10/3/2018	80	861	Condominium/Apartment	18	1-7-4 (7-04A),JLN 4/89A	SERI MAS CONDOMINIUM	265000	2018	307.7416178
29/04/2019	80	861	Condominium/Apartment	21	5-3-3,JLN 4/89A	SERI MAS CONDOMINIUM	268000	2019	311.2254852
24/08/2017	80	861	Condominium/Apartment	18	1-15-10,JLN 4/89A	SERI MAS CONDOMINIUM	270000	2017	313.5480634
4/6/2017	91	980	Condominium/Apartment	21	1-2-6,JLN 4/89A	SERI MAS CONDOMINIUM	310000	2017	316.4831898
16/10/2018	85	915	Condominium/Apartment	17	1-12-2 (P: 12-2A),JLN 4/89A	SERI MAS CONDOMINIUM	290000	2018	316.9636197
6/4/2018	88.998	958	Condominium/Apartment	23	5-16-1,JALAN 4/89B	SERI MAS CONDOMINIUM	305000	2018	318.3830493
25/06/2020	80	861	Condominium/Apartment	19	1-4-3,JLN 4/89A	SERI MAS CONDOMINIUM	275000	2020	319.3545091
15/01/2018	121	1302	Condominium/Apartment	20	3-7-7,JLN 4/89A	SERI MAS CONDOMINIUM	420000	2018	322.4736741
3/9/2020	80	861	Condominium/Apartment	17	5-5-4 (5-09P),JLN 4/89A	SERI MAS CONDOMINIUM	279000	2020	323.9996655
3/9/2018	80	861	Condominium/Apartment	19	5-15-3, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	280000	2018	325.1609547
19/03/2021	91	980	Condominium/Apartment	17	5-10-7 SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	320000	2021	326.6923249
3/11/2020	85	915	Condominium/Apartment	19	5-10-11, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	300000	2020	327.8933997
15/11/2018	127	1367	Condominium/Apartment	21	3-9-1, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	450000	2018	329.1843186
15/02/2019	80	861	Condominium/Apartment	17	5-6-9(P-6-4),JLN 4/89A	SERI MAS CONDOMINIUM	290000	2019	336.7738459
18/10/2019	91	980	Condominium/Apartment	19	5-15-7, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	330000	2019	336.9014601
15/11/2017	91	980	Condominium/Apartment	19	1-16-01,JLN 4/89A	SERI MAS CONDOMINIUM	330000	2017	336.9014601
1/4/2017	91	980	Condominium/Apartment	17	1-14-6,JLN 4/89A	SERI MAS CONDOMINIUM	330000	2017	336.9014601
1/11/2017	81	872	Condominium/Apartment	19	1-11-05, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	295000	2017	338.3509052
27/04/2017	81	872	Condominium/Apartment	17	1-4-8 (4-8A),JLN 4/89A	SERI MAS CONDOMINIUM	295000	2017	338.3509052
1/11/2017	80	861	Condominium/Apartment	19	1-11-4, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	295000	2017	342.5802915
23/01/2017	81	872	Condominium/Apartment	17	5-9-8(P-9-5P),JLN 4/89A	SERI MAS CONDOMINIUM	300000	2017	344.0856663
18/08/2017	91	980	Condominium/Apartment	17	5-13-6,JLN 4/89A	SERI MAS CONDOMINIUM	340000	2017	347.1105953
4/1/2017	80	861	Condominium/Apartment	19	1-1-4, SERI MAS,JLN 4/89A	SERI MAS CONDOMINIUM	300000	2017	348.3867371
26/07/2017	80	861	Condominium/Apartment	19	5-6-4 (6-09P),JLN 4/89A	SERI MAS CONDOMINIUM	300000	2017	348.3867371
15/10/2018	80	861	Condominium/Apartment	19	5-15-9(15-04P),JLN 4/89A	SERI MAS CONDOMINIUM	300000	2018	348.3867371
23/05/2017	85	915	Condominium/Apartment	19	5-4-11,JLN 4/89A	SERI MAS CONDOMINIUM	320000	2017	349.7529596
10/6/2017	81	872	Condominium/Apartment	17	1-10-5,JLN 4/89A	SERI MAS CONDOMINIUM	305000	2017	349.8204274
15/01/2020	89	958	Condominium/Apartment	17	5-2-12,JLN 4/89A	SERI MAS CONDOMINIUM	340000	2020	354.9108334
23/10/2018	91	980	Condominium/Apartment	23	5-5-6,JALAN 4/89B	SERI MAS CONDOMINIUM	350000	2018	357.3197304
30/01/2018	78	840	Condominium/Apartment	21	3-1-6,JLN 4/89A	SERI MAS CONDOMINIUM	300000	2018	357.3197304
12/3/2018	80	861	Condominium/Apartment	19	1-9-10,JLN 4/89A	SERI MAS CONDOMINIUM	320000	2018	371.6125196
20/10/2020	80	861	Condominium/Apartment	19	5-5-0,JLN 4/89A	SERI MAS CONDOMINIUM	320000	2020	371.6125196
23/10/2020	80	861	Condominium/Apartment	19	5-17-4,JLN 4/89A	SERI MAS CONDOMINIUM	330000	2020	383.2254109
17/08/2020	81	872	Condominium/Apartment	19	1-12-5,JLN 4/89A	SERI MAS CONDOMINIUM	335000	2020	384.2289941
20/08/2019	89	958	Condominium/Apartment	19	5-15-1,JLN 4/89A	SERI MAS CONDOMINIUM	370000	2019	386.2264951
30/09/2020	80	861	Condominium/Apartment	17	5-4-3,JLN 4/89A	SERI MAS CONDOMINIUM	345000	2020	400.6447477
17/10/2019	81	872	Condominium/Apartment	19	5-13-15,JLN 4/89A	SERI MAS CONDOMINIUM	350000	2019	401.4332774
7/2/2020	103	1109	Condominium/Apartment	22	6-6,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	400000	2020	360.788854
19/11/2018	103	1109	Condominium/Apartment	22	18-6,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	450000	2018	405.8874608
23/07/2018	93	1001	Condominium/Apartment	22	19-3A,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	450000	2018	449.5312737
4/2/2019	103	1109	Condominium/Apartment	22	19-6,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	500000	2019	450.9860675
16/06/2020	106	1141	Condominium/Apartment	22	13A-09,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	520000	2020	455.7512033
10/8/2019	103	1109	Condominium/Apartment	22	8-6,JLN JELAWAT 1	SERI PUTERI KONDOMINIUM	520000	2019	469.0255102
4/12/2019	103	1109	Condominium/Apartment	22	13A-06,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	530000	2019	478.0452316
7/6/2020	93	1001	Condominium/Apartment	22	20-8,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	485000	2020	484.4948173
7/10/2020	104	1119	Condominium/Apartment	22	20-1,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	580000	2020	518.1136091
18/05/2017	93.829	1010	Condominium/Apartment	22	16-13,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	530000	2017	524.7701548
2/9/2018	93	1001	Condominium/Apartment	22	15-2,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	530000	2018	529.4479446
20/06/2018	93	1001	Condominium/Apartment	22	18-3A,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	530000	2018	529.4479446
3/1/2017	93.829	1010	Condominium/Apartment	22	13-11,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2017	544.5728021
4/7/2017	93.829	1010	Condominium/Apartment	22	13-15,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2017	544.5728021
30/03/2017	93	1001	Condominium/Apartment	22	16-2,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2017	549.4271123
21/09/2017	93	1001	Condominium/Apartment	22	20-03A,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2017	549.4271123
17/05/2019	93	1001	Condominium/Apartment	22	6-03,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2019	549.4271123
6/10/2019	93	1001	Condominium/Apartment	22	7-2,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	550000	2019	549.4271123
27/11/2017	93	1001	Condominium/Apartment	22	8-12,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	568000	2017	567.4083633
22/08/2017	93	1001	Condominium/Apartment	22	19-13A,JALAN JELAWAT 1, CHERAS	SERI PUTERI KONDOMINIUM	600000	2017	599.3750317
2/10/2017	680	7319	Detached House	3	5,JLN DAMANSARA	SEVENTY DAMANSARA	5500000	2017	751.4223742
8/10/2017	722	7772	Detached House	2	3 (PLOT 10),JLN DAMANSARA	SEVENTY DAMANSARA	7050000	2017	907.1566009
6/4/2018	565	6082	Detached House	3	10,JLN DAMANSARA	SEVENTY DAMANSARA	6500000	2018	1068.79707
6/4/2018	565	6082	Detached House	3	10,JLN DAMANSARA	SEVENTY DAMANSARA	6500000	2018	1068.79707
2/6/2020	728	7836	Detached House	2	2 (PLOT 11),JLN DAMANSARA	SEVENTY DAMANSARA	8500000	2020	1084.72061
21/08/2018	728	7836	Detached House	2	2 (PLOT 11),JLN DAMANSARA	SEVENTY DAMANSARA	9500000	2018	1212.3348
19/12/2019	572	6157	Detached House	1	PLOT 2830A,OFF JLN DAMANSARA	SG PENCHALA	750000	2019	121.8135445
6/9/2017	1129	12152	Detached House	1	8415(P/LOT 2904),JALAN 7/71B	SG PENCHALA	1800000	2017	148.1183648
11/10/2017	4933	53098	Detached House	2	LOT 2746,JLN SERI PENCHALA	SG PENCHALA	8100000	2017	152.547203
21/06/2019	1080	11625	Detached House	2	1 (2904),JALAN 7/71B PINGGIRAN TTDI	SG PENCHALA	2000000	2019	172.0428332
21/03/2018	654	7040	Detached House	2	2811E,JALAN SG PENCHALA 3	SG PENCHALA	1500000	2018	213.0805732
2/2/2021	465	5005	Detached House	2	2890-3,JALAN 6/71B,PINGGIRAN TTDI	SG PENCHALA	1200000	2021	239.7500127
21/06/2017	743	7998	Detached House	2	NO.4B,JLN 3/71B	SG PENCHALA	2100000	2017	262.5795058
20/01/2020	829	8923	Detached House	2	15,JALAN 6/71B,PINGGIRAN TTDI	SG PENCHALA	2600000	2020	291.3729044
18/12/2018	851	9160	Detached House	2	NO. 2,JALAN CAHAYA 2	SG PENCHALA	3700000	2018	403.9266518
13/06/2017	137	1475	Terraced House	2	33,JLN 2/71C	SG PENCHALA	285000	2017	193.2656352
21/10/2020	137	1475	Terraced House	2	27, VILLA ISTIMEWA,JALAN 2/71C	SG PENCHALA	880000	2020	596.7500315
4/4/2019	93	1001	Condominium/Apartment	10	B-9-1,JALAN 2/91A	SHAMELIN BISTARI CONDO	250000	2019	249.7395965
6/8/2017	97.25	1047	Condominium/Apartment	10	A-3A-4,JALAN 2/91A	SHAMELIN BISTARI CONDO	345000	2017	329.5792269
14/06/2017	97	1044	Condominium/Apartment	10	B-2-3,JALAN 2/91A	SHAMELIN BISTARI CONDO	390000	2017	373.5280481
17/02/2017	97	1044	Condominium/Apartment	10	A-3-3,JALAN 2/91A	SHAMELIN BISTARI CONDO	395000	2017	378.3168692
29/01/2021	97	1044	Condominium/Apartment	10	B-5-4,JALAN 2/91A	SHAMELIN BISTARI CONDO	407000	2021	389.8100399
29/05/2018	93	1001	Condominium/Apartment	10	B-2-2,JALAN 2/91A	SHAMELIN BISTARI CONDO	400000	2018	399.5833544
10/11/2019	97.25	1047	Condominium/Apartment	10	B-3-7,JALAN 2/91A	SHAMELIN BISTARI CONDO	420000	2019	401.2268849
23/12/2020	97	1044	Condominium/Apartment	10	B-1-7,JALAN 2/91A	SHAMELIN BISTARI CONDO	430000	2020	411.8386171
3/6/2017	97	1044	Condominium/Apartment	10	A-3-3,JALAN 2/91A	SHAMELIN BISTARI CONDO	435000	2017	416.6274382
5/4/2018	93	1001	Condominium/Apartment	10	B-5-12,JALAN 2/91A	SHAMELIN BISTARI CONDO	418000	2018	417.5646054
18/02/2019	93	1001	Condominium/Apartment	10	B-6-2,JALAN 2/91A	SHAMELIN BISTARI CONDO	420000	2019	419.5625222
2/6/2018	97	1044	Condominium/Apartment	10	B-9-4,JALAN 2/91A	SHAMELIN BISTARI CONDO	438800	2018	420.2669423
6/4/2018	93	1001	Condominium/Apartment	10	B-2-12,JALAN 2/91A	SHAMELIN BISTARI CONDO	435000	2018	434.5468979
15/02/2021	97	1044	Condominium/Apartment	10	A-9-6,JALAN 2/91A	SHAMELIN BISTARI CONDO	460000	2021	440.5715439
14/05/2020	890.279	9583	Detached House	2	NO.208,JALAN PISANG	SHANGHAI GARDEN	4000000	2020	417.4113055
14/05/2020	890.279	9583	Detached House	2	NO.208,JALAN PISANG	SHANGHAI GARDEN	4000000	2020	417.4113055
30/05/2017	259.563	2794	Terraced House	1	NO.27,JLN  PISANG	SHANGHAI GARDEN	760000	2017	272.0201983
28/09/2020	172.144	1853	Terraced House	1	19,JLN ANGGUR	SHANGHAI GARDEN	550000	2020	296.8254569
17/06/2019	163.411	1759	Terraced House	1	NO.43,JLN ANGGOR	SHANGHAI GARDEN	530000	2019	301.3178969
27/08/2020	162.482	1749	Terraced House	1	35,JALAN  ANGGUR	SHANGHAI GARDEN	538000	2020	307.6148982
24/07/2017	156.072	1680	Terraced House	1	NO. 53,JALAN ANGGOR, OFF JALAN KLANG LAMA	SHANGHAI GARDEN	528000	2017	314.2963029
22/10/2019	220.823	2377	Terraced House	1	NO. 8,LRG ANGGOR	SHANGHAI GARDEN	750000	2019	315.5348285
24/11/2020	187.286	2016	Terraced House	1	37,JALAN  ANGGUR	SHANGHAI GARDEN	688000	2020	341.2820679
16/02/2017	162.84	1753	Terraced House	1	NO.41,JLN ANGGOR	SHANGHAI GARDEN	628000	2017	358.2852222
29/05/2017	188.401	2028	Terraced House	1	19,LORONG ANGGOR	SHANGHAI GARDEN	733000	2017	361.4524032
6/12/2018	162.389	1748	Terraced House	1	32,LRG ANGGUR	SHANGHAI GARDEN	638000	2018	365.0013048
8/10/2017	251.852	2711	Terraced House	1	NO.23, JALAN PISANG 1	SHANGHAI GARDEN	1050000	2017	387.3238505
25/10/2017	281.208	3027	Terraced House	1	30,JLN ANGGOR	SHANGHAI GARDEN	1200000	2017	396.4458902
22/11/2018	534.732	5756	Detached House	2	NO.3 (N/LOT 22900),JLN PERMATANG PASIR	SIEWDOR GARDEN	1600000	2018	277.9803862
28/11/2017	261.89	2819	Town Houses	4	17-1,NO.1,JALAN YAACOB LATIF,BDR TUN RAZAK,	SOMMERSET  CLOSE SURIA PERMAISURI	550000	2017	195.1075698
18/01/2020	216.74	2333	Town Houses	4	NO.28-1,NO.1,JALAN YAACOB LATIF,BDR TUN RAZAK,	SOMMERSET  CLOSE SURIA PERMAISURI	510300	2020	218.734277
12/5/2019	168	1808	Town Houses	4	NO. 3A,NO.1,JALAN YAACOB LATIF,BDR TUN RAZAK,	SOMMERSET  CLOSE SURIA PERMAISURI	580000	2019	320.7369961
30/01/2018	165.92	1786	Town Houses	4	NO. 29,NO.1,JALAN YAACOB LATIF,BDR TUN RAZAK,	SOMMERSET  CLOSE SURIA PERMAISURI	865000	2018	484.3370743
3/12/2021	160	1722	Condominium/Apartment	5	1-3,JLN MEDANG TANDUK	SRI BAYU	950000	2021	551.6123338
28/06/2019	282	3035	Condominium/Apartment	5	52-3,JLN GALLAGHER	SRI DUTA I & II	1015000	2019	334.3853789
6/9/2020	171	1841	Condominium/Apartment	5	84-0,JLN GALLAGHER	SRI DUTA I & II	880000	2020	478.0979785
7/12/2018	180	1938	Condominium/Apartment	5	52,JLN GALLAGHER	SRI DUTA I & II	930000	2018	479.9995045
31/10/2017	167	1798	Condominium/Apartment	5	10-1 (SDII),JLN GALLAGHER	SRI DUTA I & II	955000	2017	531.2723896
23/09/2020	168	1808	Condominium/Apartment	4	S12-2(98-1),JLN GALLAGHER	SRI DUTA I & II	1000000	2020	552.9948209
2/8/2021	175	1884	Condominium/Apartment	9	10-2,JLN DUTA	SRI DUTA I & II	1050000	2021	557.4187794
31/07/2019	171	1841	Condominium/Apartment	7	84-3 (S5-4),JLN GALLAGHER	SRI DUTA I & II	1040000	2019	565.0248836
2/9/2021	174	1873	Condominium/Apartment	7	100-1,JLN GALLAGHER	SRI DUTA I & II	1100000	2021	587.3186373
13/09/2017	189	2034	Condominium/Apartment	6	4-5,JLN LANGGAK DUTA	SRI DUTA I & II	1200000	2017	589.8611423
28/06/2017	168	1808	Condominium/Apartment	8	98-2,JALAN GALLAGHER	SRI DUTA I & II	1078000	2017	596.1284169
